TEYA075,say the word keg,angry,0,,TEOA075
TEYA076,say the word kick,angry,0,,TEOA076
TEYA077,say the word kill,angry,0,,TEOA077
TEYA078,say the word king,angry,0,,TEOA078
TEYA079,say the word kite,angry,0,,TEOA079
TEYA080,say the word knock,angry,0,,TEOA080
TEYA081,say the word late,angry,0,,TEOA081
TEYA082,say the word laud,angry,0,,TEOA082
TEYA083,say the word lean,angry,0,,TEOA083
TEYA084,say the word learn,angry,0,,TEOA084
TEYA085,say the word lease,angry,0,,TEOA085
TEYA086,say the word lid,angry,0,,TEOA086
TEYA087,say the word life,angry,0,,TEOA087
TEYA088,say the word limb,angry,0,,TEOA088
TEYA089,say the word live,angry,0,,TEOA089
TEYA090,say the word loaf,angry,0,,TEOA090
TEYA091,say the word long,angry,0,,TEOA091
TEYA092,say the word lore,angry,0,,TEOA092
TEYA093,say the word lose,angry,0,,TEOA093
TEYA094,say the word lot,angry,0,,TEOA094
TEYA095,say the word love,angry,0,,TEOA095
TEYA096,say the word luck,angry,0,,TEOA096
TEYA097,say the word make,angry,0,,TEOA097
TEYA098,say the word match,angry,0,,TEOA098
TEYA099,say the word merge,angry,0,,TEOA099
TEYA100,say the word mess,angry,0,,TEOA100
TEYA101,say the word met,angry,0,,TEOA101
TEYA102,say the word mill,angry,0,,TEOA102
TEYA103,say the word mob,angry,0,,TEOA103
TEYA104,say the word mode,angry,0,,TEOA104
TEYA105,say the word mood,angry,0,,TEOA105
TEYA106,say the word moon,angry,0,,TEOA106
TEYA107,say the word mop,angry,0,,TEOA107
TEYA108,say the word mouse,angry,0,,TEOA108
TEYA109,say the word nag,angry,0,,TEOA109
TEYA110,say the word name,angry,0,,TEOA110
TEYA111,say the word near,angry,0,,TEOA111
TEYA112,say the word neat,angry,0,,TEOA112
TEYA113,say the word nice,angry,0,,TEOA113
TEYA114,say the word note,angry,0,,TEOA114
TEYA115,say the word numb,angry,0,,TEOA115
TEYA116,say the word pad,angry,0,,TEOA116
TEYA117,say the word page,angry,0,,TEOA117
TEYA118,say the word pain,angry,0,,TEOA118
TEYA119,say the word pass,angry,0,,TEOA119
TEYA120,say the word pearl,angry,0,,TEOA120
TEYA121,say the word peg,angry,0,,TEOA121
TEYA122,say the word perch,angry,0,,TEOA122
TEYA123,say the word phone,angry,0,,TEOA123
TEYA124,say the word pick,angry,0,,TEOA124
TEYA125,say the word pike,angry,0,,TEOA125
TEYA126,say the word pole,angry,0,,TEOA126
TEYA127,say the word pool,angry,0,,TEOA127
TEYA128,say the word puff,angry,0,,TEOA128
TEYA129,say the word rag,angry,0,,TEOA129
TEYA130,say the word raid,angry,0,,TEOA130
TEYA131,say the word rain,angry,0,,TEOA131
TEYA132,say the word raise,angry,0,,TEOA132
TEYA133,say the word rat,angry,0,,TEOA133
TEYA134,say the word reach,angry,0,,TEOA134
TEYA135,say the word read,angry,0,,TEOA135
TEYA136,say the word red,angry,0,,TEOA136
TEYA137,say the word ring,angry,0,,TEOA137
TEYA138,say the word ripe,angry,0,,TEOA138
TEYA139,say the word road,angry,0,,TEOA139
TEYA140,say the word room,angry,0,,TEOA140
TEYA141,say the word rose,angry,0,,TEOA141
TEYA142,say the word rot,angry,0,,TEOA142
TEYA143,say the word rough,angry,0,,TEOA143
TEYA144,say the word rush,angry,0,,TEOA144
TEYA145,say the word said,angry,0,,TEOA145
TEYA146,say the word sail,angry,0,,TEOA146
TEYA147,say the word search,angry,0,,TEOA147
TEYA148,say the word seize,angry,0,,TEOA148
TEYA149,say the word sell,angry,0,,TEOA149
TEYA150,say the word shack,angry,0,,TEOA150
TEYA151,say the word shall,angry,0,,TEOA151
TEYA152,say the word shawl,angry,0,,TEOA152
TEYA153,say the word sheep,angry,0,,TEOA153
TEYA154,say the word shirt,angry,0,,TEOA154
TEYA155,say the word should,angry,0,,TEOA155
TEYA156,say the word shout,angry,0,,TEOA156
TEYA157,say the word size,angry,0,,TEOA157
TEYA158,say the word soap,angry,0,,TEOA158
TEYA159,say the word soup,angry,0,,TEOA159
TEYA160,say the word sour,angry,0,,TEOA160
TEYA161,say the word south,angry,0,,TEOA161
TEYA162,say the word sub,angry,0,,TEOA162
TEYA163,say the word such,angry,0,,TEOA163
TEYA164,say the word sure,angry,0,,TEOA164
TEYA165,say the word take,angry,0,,TEOA165
TEYA166,say the word talk,angry,0,,TEOA166
TEYA167,say the word tape,angry,0,,TEOA167
TEYA168,say the word team,angry,0,,TEOA168
TEYA169,say the word tell,angry,0,,TEOA169
TEYA170,say the word thin,angry,0,,TEOA170
TEYA171,say the word third,angry,0,,TEOA171
TEYA172,say the word thought,angry,0,,TEOA172
TEYA173,say the word thumb,angry,0,,TEOA173
TEYA174,say the word time,angry,0,,TEOA174
TEYA175,say the word tip,angry,0,,TEOA175
TEYA176,say the word tire,angry,0,,TEOA176
TEYA177,say the word ton,angry,0,,TEOA177
TEYA178,say the word tool,angry,0,,TEOA178
TEYA179,say the word tough,angry,0,,TEOA179
TEYA180,say the word turn,angry,0,,TEOA180
TEYA181,say the word vine,angry,0,,TEOA181
TEYA182,say the word voice,angry,0,,TEOA182
TEYA183,say the word void,angry,0,,TEOA183
TEYA184,say the word vote,angry,0,,TEOA184
TEYA185,say the word wag,angry,0,,TEOA185
TEYA186,say the word walk,angry,0,,TEOA186
TEYA187,say the word wash,angry,0,,TEOA187
TEYA188,say the word week,angry,0,,TEOA188
TEYA189,say the word wheat,angry,0,,TEOA189
TEYA190,say the word when,angry,0,,TEOA190
TEYA191,say the word which,angry,0,,TEOA191
TEYA192,say the word whip,angry,0,,TEOA192
TEYA193,say the word white,angry,0,,TEOA193
TEYA194,say the word wife,angry,0,,TEOA194
TEYA195,say the word wire,angry,0,,TEOA195
TEYA196,say the word witch,angry,0,,TEOA196
TEYA197,say the word yearn,angry,0,,TEOA197
TEYA198,say the word yes,angry,0,,TEOA198
TEYA199,say the word young,angry,0,,TEOA199
TEYA200,say the word youth,angry,0,,TEOA200
TEYA201,say the word back,happy,1,,TEOA201
TEYA202,say the word bar,happy,1,,TEOA202
TEYA203,say the word base,happy,1,,TEOA203
TEYA204,say the word bath,happy,1,,TEOA204
TEYA205,say the word bean,happy,1,,TEOA205
TEYA206,say the word beg,happy,1,,TEOA206
TEYA207,say the word bite,happy,1,,TEOA207
TEYA208,say the word boat,happy,1,,TEOA208
TEYA209,say the word bone,happy,1,,TEOA209
TEYA210,say the word book,happy,1,,TEOA210
TEYA211,say the word bought,happy,1,,TEOA211
TEYA212,say the word burn,happy,1,,TEOA212
TEYA213,say the word cab,happy,1,,TEOA213
TEYA214,say the word calm,happy,1,,TEOA214
TEYA215,say the word came,happy,1,,TEOA215
TEYA216,say the word cause,happy,1,,TEOA216
TEYA217,say the word chain,happy,1,,TEOA217
TEYA218,say the word chair,happy,1,,TEOA218
TEYA219,say the word chalk,happy,1,,TEOA219
TEYA220,say the word chat,happy,1,,TEOA220
TEYA221,say the word check,happy,1,,TEOA221
TEYA222,say the word cheek,happy,1,,TEOA222
TEYA223,say the word chief,happy,1,,TEOA223
TEYA224,say the word choice,happy,1,,TEOA224
TEYA225,say the word cool,happy,1,,TEOA225
TEYA226,say the word dab,happy,1,,TEOA226
TEYA227,say the word date,happy,1,,TEOA227
TEYA228,say the word dead,happy,1,,TEOA228
TEYA229,say the word death,happy,1,,TEOA229
TEYA230,say the word deep,happy,1,,TEOA230
TEYA231,say the word dime,happy,1,,TEOA231
TEYA232,say the word dip,happy,1,,TEOA232
TEYA233,say the word ditch,happy,1,,TEOA233
TEYA234,say the word dodge,happy,1,,TEOA234
TEYA235,say the word dog,happy,1,,TEOA235
TEYA236,say the word doll,happy,1,,TEOA236
TEYA237,say the word door,happy,1,,TEOA237
TEYA238,say the word fail,happy,1,,TEOA238
TEYA239,say the word fall,happy,1,,TEOA239
TEYA240,say the word far,happy,1,,TEOA240
TEYA241,say the word fat,happy,1,,TEOA241
TEYA242,say the word fit,happy,1,,TEOA242
TEYA243,say the word five,happy,1,,TEOA243
TEYA244,say the word food,happy,1,,TEOA244
TEYA245,say the word gap,happy,1,,TEOA245
TEYA246,say the word gas,happy,1,,TEOA246
TEYA247,say the word gaze,happy,1,,TEOA247
TEYA248,say the word germ,happy,1,,TEOA248
TEYA249,say the word get,happy,1,,TEOA249
TEYA250,say the word gin,happy,1,,TEOA250
TEYA251,say the word goal,happy,1,,TEOA251
TEYA252,say the word good,happy,1,,TEOA252
TEYA253,say the word goose,happy,1,,TEOA253
TEYA254,say the word gun,happy,1,,TEOA254
TEYA255,say the word half,happy,1,,TEOA255
TEYA256,say the word hall,happy,1,,TEOA256
TEYA257,say the word hash,happy,1,,TEOA257
TEYA258,say the word hate,happy,1,,TEOA258
TEYA259,say the word have,happy,1,,TEOA259
TEYA260,say the word haze,happy,1,,TEOA260
TEYA261,say the word hire,happy,1,,TEOA261
TEYA262,say the word hit,happy,1,,TEOA262
TEYA263,say the word hole,happy,1,,TEOA263
TEYA264,say the word home,happy,1,,TEOA264
TEYA265,say the word hurl,happy,1,,TEOA265
TEYA266,say the word hush,happy,1,,TEOA266
TEYA267,say the word jail,happy,1,,TEOA267
TEYA268,say the word jar,happy,1,,TEOA268
TEYA269,say the word join,happy,1,,TEOA269
TEYA270,say the word judge,happy,1,,TEOA270
TEYA271,say the word jug,happy,1,,TEOA271
TEYA272,say the word juice,happy,1,,TEOA272
TEYA273,say the word keen,happy,1,,TEOA273
TEYA274,say the word keep,happy,1,,TEOA274
TEYA275,say the word keg,happy,1,,TEOA275
TEYA276,say the word kick,happy,1,,TEOA276
TEYA277,say the word kill,happy,1,,TEOA277
TEYA278,say the word king,happy,1,,TEOA278
TEYA279,say the word kite,happy,1,,TEOA279
TEYA280,say the word knock,happy,1,,TEOA280
TEYA281,say the word late,happy,1,,TEOA281
TEYA282,say the word laud,happy,1,,TEOA282
TEYA283,say the word lean,happy,1,,TEOA283
TEYA284,say the word learn,happy,1,,TEOA284
TEYA285,say the word lease,happy,1,,TEOA285
TEYA286,say the word lid,happy,1,,TEOA286
TEYA287,say the word life,happy,1,,TEOA287
TEYA288,say the word limb,happy,1,,TEOA288
TEYA289,say the word live,happy,1,,TEOA289
TEYA290,say the word loaf,happy,1,,TEOA290
TEYA291,say the word long,happy,1,,TEOA291
TEYA292,say the word lore,happy,1,,TEOA292
TEYA293,say the word lose,happy,1,,TEOA293
TEYA294,say the word lot,happy,1,,TEOA294
TEYA295,say the word love,happy,1,,TEOA295
TEYA296,say the word luck,happy,1,,TEOA296
TEYA297,say the word make,happy,1,,TEOA297
TEYA298,say the word match,happy,1,,TEOA298
TEYA299,say the word merge,happy,1,,TEOA299
TEYA300,say the word mess,happy,1,,TEOA300
TEYA301,say the word met,happy,1,,TEOA301
TEYA302,say the word mill,happy,1,,TEOA302
TEYA303,say the word mob,happy,1,,TEOA303
TEYA304,say the word mode,happy,1,,TEOA304
TEYA305,say the word mood,happy,1,,TEOA305
TEYA306,say the word moon,happy,1,,TEOA306
TEYA307,say the word mop,happy,1,,TEOA307
TEYA308,say the word mouse,happy,1,,TEOA308
TEYA309,say the word nag,happy,1,,TEOA309
TEYA310,say the word name,happy,1,,TEOA310
TEYA311,say the word near,happy,1,,TEOA311
TEYA312,say the word neat,happy,1,,TEOA312
TEYA313,say the word nice,happy,1,,TEOA313
TEYA314,say the word note,happy,1,,TEOA314
TEYA315,say the word numb,happy,1,,TEOA315
TEYA316,say the word pad,happy,1,,TEOA316
TEYA317,say the word page,happy,1,,TEOA317
TEYA318,say the word pain,happy,1,,TEOA318
TEYA319,say the word pass,happy,1,,TEOA319
TEYA320,say the word pearl,happy,1,,TEOA320
TEYA321,say the word peg,happy,1,,TEOA321
TEYA322,say the word perch,happy,1,,TEOA322
TEYA323,say the word phone,happy,1,,TEOA323
TEYA324,say the word pick,happy,1,,TEOA324
TEYA325,say the word pike,happy,1,,TEOA325
TEYA326,say the word pole,happy,1,,TEOA326
TEYA327,say the word pool,happy,1,,TEOA327
TEYA328,say the word puff,happy,1,,TEOA328
TEYA329,say the word rag,happy,1,,TEOA329
TEYA330,say the word raid,happy,1,,TEOA330
TEYA331,say the word rain,happy,1,,TEOA331
TEYA332,say the word raise,happy,1,,TEOA332
TEYA333,say the word rat,happy,1,,TEOA333
TEYA334,say the word reach,happy,1,,TEOA334
TEYA335,say the word read,happy,1,,TEOA335
TEYA336,say the word red,happy,1,,TEOA336
TEYA337,say the word ring,happy,1,,TEOA337
TEYA338,say the word ripe,happy,1,,TEOA338
TEYA339,say the word road,happy,1,,TEOA339
TEYA340,say the word room,happy,1,,TEOA340
TEYA341,say the word rose,happy,1,,TEOA341
TEYA342,say the word rot,happy,1,,TEOA342
TEYA343,say the word rough,happy,1,,TEOA343
TEYA344,say the word rush,happy,1,,TEOA344
TEYA345,say the word said,happy,1,,TEOA345
TEYA346,say the word sail,happy,1,,TEOA346
TEYA347,say the word search,happy,1,,TEOA347
TEYA348,say the word seize,happy,1,,TEOA348
TEYA349,say the word sell,happy,1,,TEOA349
TEYA350,say the word shack,happy,1,,TEOA350
TEYA351,say the word shall,happy,1,,TEOA351
TEYA352,say the word shawl,happy,1,,TEOA352
TEYA353,say the word sheep,happy,1,,TEOA353
TEYA354,say the word shirt,happy,1,,TEOA354
TEYA355,say the word should,happy,1,,TEOA355
TEYA356,say the word shout,happy,1,,TEOA356
TEYA357,say the word size,happy,1,,TEOA357
TEYA358,say the word soap,happy,1,,TEOA358
TEYA359,say the word soup,happy,1,,TEOA359
TEYA360,say the word sour,happy,1,,TEOA360
TEYA361,say the word south,happy,1,,TEOA361
TEYA362,say the word sub,happy,1,,TEOA362
TEYA363,say the word such,happy,1,,TEOA363
TEYA364,say the word sure,happy,1,,TEOA364
TEYA365,say the word take,happy,1,,TEOA365
TEYA366,say the word talk,happy,1,,TEOA366
TEYA367,say the word tape,happy,1,,TEOA367
TEYA368,say the word team,happy,1,,TEOA368
TEYA369,say the word tell,happy,1,,TEOA369
TEYA370,say the word thin,happy,1,,TEOA370
TEYA371,say the word third,happy,1,,TEOA371
TEYA372,say the word thought,happy,1,,TEOA372
TEYA373,say the word thumb,happy,1,,TEOA373
TEYA374,say the word time,happy,1,,TEOA374
TEYA375,say the word tip,happy,1,,TEOA375
TEYA376,say the word tire,happy,1,,TEOA376
TEYA377,say the word ton,happy,1,,TEOA377
TEYA378,say the word tool,happy,1,,TEOA378
TEYA379,say the word tough,happy,1,,TEOA379
TEYA380,say the word turn,happy,1,,TEOA380
TEYA381,say the word vine,happy,1,,TEOA381
TEYA382,say the word voice,happy,1,,TEOA382
TEYA383,say the word void,happy,1,,TEOA383
TEYA384,say the word vote,happy,1,,TEOA384
TEYA385,say the word wag,happy,1,,TEOA385
TEYA386,say the word walk,happy,1,,TEOA386
TEYA387,say the word wash,happy,1,,TEOA387
TEYA388,say the word week,happy,1,,TEOA388
TEYA389,say the word wheat,happy,1,,TEOA389
TEYA390,say the word when,happy,1,,TEOA390
TEYA391,say the word which,happy,1,,TEOA391
TEYA392,say the word whip,happy,1,,TEOA392
TEYA393,say the word white,happy,1,,TEOA393
TEYA394,say the word wife,happy,1,,TEOA394
TEYA395,say the word wire,happy,1,,TEOA395
TEYA396,say the word witch,happy,1,,TEOA396
TEYA397,say the word yearn,happy,1,,TEOA397
TEYA398,say the word yes,happy,1,,TEOA398
TEYA399,say the word young,happy,1,,TEOA399
TEYA400,say the word youth,happy,1,,TEOA400
TEYA401,say the word back,neutral,3,,TEOA401
TEYA402,say the word bar,neutral,3,,TEOA402
TEYA403,say the word base,neutral,3,,TEOA403
TEYA404,say the word bath,neutral,3,,TEOA404
TEYA405,say the word bean,neutral,3,,TEOA405
TEYA406,say the word beg,neutral,3,,TEOA406
TEYA407,say the word bite,neutral,3,,TEOA407
TEYA408,say the word boat,neutral,3,,TEOA408
TEYA409,say the word bone,neutral,3,,TEOA409
TEYA410,say the word book,neutral,3,,TEOA410
TEYA411,say the word bought,neutral,3,,TEOA411
TEYA412,say the word burn,neutral,3,,TEOA412
TEYA413,say the word cab,neutral,3,,TEOA413
TEYA414,say the word calm,neutral,3,,TEOA414
TEYA415,say the word came,neutral,3,,TEOA415
TEYA416,say the word cause,neutral,3,,TEOA416
TEYA417,say the word chain,neutral,3,,TEOA417
TEYA418,say the word chair,neutral,3,,TEOA418
TEYA419,say the word chalk,neutral,3,,TEOA419
TEYA420,say the word chat,neutral,3,,TEOA420
TEYA421,say the word check,neutral,3,,TEOA421
TEYA422,say the word cheek,neutral,3,,TEOA422
TEYA423,say the word chief,neutral,3,,TEOA423
TEYA424,say the word choice,neutral,3,,TEOA424
TEYA425,say the word cool,neutral,3,,TEOA425
TEYA426,say the word dab,neutral,3,,TEOA426
TEYA427,say the word date,neutral,3,,TEOA427
TEYA428,say the word dead,neutral,3,,TEOA428
TEYA429,say the word death,neutral,3,,TEOA429
TEYA430,say the word deep,neutral,3,,TEOA430
TEYA431,say the word dime,neutral,3,,TEOA431
TEYA432,say the word dip,neutral,3,,TEOA432
TEYA433,say the word ditch,neutral,3,,TEOA433
TEYA434,say the word dodge,neutral,3,,TEOA434
TEYA435,say the word dog,neutral,3,,TEOA435
TEYA436,say the word doll,neutral,3,,TEOA436
TEYA437,say the word door,neutral,3,,TEOA437
TEYA438,say the word fail,neutral,3,,TEOA438
TEYA439,say the word fall,neutral,3,,TEOA439
TEYA440,say the word far,neutral,3,,TEOA440
TEYA441,say the word fat,neutral,3,,TEOA441
TEYA442,say the word fit,neutral,3,,TEOA442
TEYA443,say the word five,neutral,3,,TEOA443
TEYA444,say the word food,neutral,3,,TEOA444
TEYA445,say the word gap,neutral,3,,TEOA445
TEYA446,say the word gas,neutral,3,,TEOA446
TEYA447,say the word gaze,neutral,3,,TEOA447
TEYA448,say the word germ,neutral,3,,TEOA448
TEYA449,say the word get,neutral,3,,TEOA449
TEYA450,say the word gin,neutral,3,,TEOA450
TEYA451,say the word goal,neutral,3,,TEOA451
TEYA452,say the word good,neutral,3,,TEOA452
TEYA453,say the word goose,neutral,3,,TEOA453
TEYA454,say the word gun,neutral,3,,TEOA454
TEYA455,say the word half,neutral,3,,TEOA455
TEYA456,say the word hall,neutral,3,,TEOA456
TEYA457,say the word hash,neutral,3,,TEOA457
TEYA458,say the word hate,neutral,3,,TEOA458
TEYA459,say the word have,neutral,3,,TEOA459
TEYA460,say the word haze,neutral,3,,TEOA460
TEYA461,say the word hire,neutral,3,,TEOA461
TEYA462,say the word hit,neutral,3,,TEOA462
TEYA463,say the word hole,neutral,3,,TEOA463
TEYA464,say the word home,neutral,3,,TEOA464
TEYA465,say the word hurl,neutral,3,,TEOA465
TEYA466,say the word hush,neutral,3,,TEOA466
TEYA467,say the word jail,neutral,3,,TEOA467
TEYA468,say the word jar,neutral,3,,TEOA468
TEYA469,say the word join,neutral,3,,TEOA469
TEYA470,say the word judge,neutral,3,,TEOA470
TEYA471,say the word jug,neutral,3,,TEOA471
TEYA472,say the word juice,neutral,3,,TEOA472
TEYA473,say the word keen,neutral,3,,TEOA473
TEYA474,say the word keep,neutral,3,,TEOA474
TEYA475,say the word keg,neutral,3,,TEOA475
TEYA476,say the word kick,neutral,3,,TEOA476
TEYA477,say the word kill,neutral,3,,TEOA477
TEYA478,say the word king,neutral,3,,TEOA478
TEYA479,say the word kite,neutral,3,,TEOA479
TEYA480,say the word knock,neutral,3,,TEOA480
TEYA481,say the word late,neutral,3,,TEOA481
TEYA482,say the word laud,neutral,3,,TEOA482
TEYA483,say the word lean,neutral,3,,TEOA483
TEYA484,say the word learn,neutral,3,,TEOA484
TEYA485,say the word lease,neutral,3,,TEOA485
TEYA486,say the word lid,neutral,3,,TEOA486
TEYA487,say the word life,neutral,3,,TEOA487
TEYA488,say the word limb,neutral,3,,TEOA488
TEYA489,say the word live,neutral,3,,TEOA489
TEYA490,say the word loaf,neutral,3,,TEOA490
TEYA491,say the word long,neutral,3,,TEOA491
TEYA492,say the word lore,neutral,3,,TEOA492
TEYA493,say the word lose,neutral,3,,TEOA493
TEYA494,say the word lot,neutral,3,,TEOA494
TEYA495,say the word love,neutral,3,,TEOA495
TEYA496,say the word luck,neutral,3,,TEOA496
TEYA497,say the word make,neutral,3,,TEOA497
TEYA498,say the word match,neutral,3,,TEOA498
TEYA499,say the word merge,neutral,3,,TEOA499
TEYA500,say the word mess,neutral,3,,TEOA500
TEYA501,say the word met,neutral,3,,TEOA501
TEYA502,say the word mill,neutral,3,,TEOA502
TEYA503,say the word mob,neutral,3,,TEOA503
TEYA504,say the word mode,neutral,3,,TEOA504
TEYA505,say the word mood,neutral,3,,TEOA505
TEYA506,say the word moon,neutral,3,,TEOA506
TEYA507,say the word mop,neutral,3,,TEOA507
TEYA508,say the word mouse,neutral,3,,TEOA508
TEYA509,say the word nag,neutral,3,,TEOA509
TEYA510,say the word name,neutral,3,,TEOA510
TEYA511,say the word near,neutral,3,,TEOA511
TEYA512,say the word neat,neutral,3,,TEOA512
TEYA513,say the word nice,neutral,3,,TEOA513
TEYA514,say the word note,neutral,3,,TEOA514
TEYA515,say the word numb,neutral,3,,TEOA515
TEYA516,say the word pad,neutral,3,,TEOA516
TEYA517,say the word page,neutral,3,,TEOA517
TEYA518,say the word pain,neutral,3,,TEOA518
TEYA519,say the word pass,neutral,3,,TEOA519
TEYA520,say the word pearl,neutral,3,,TEOA520
TEYA521,say the word peg,neutral,3,,TEOA521
TEYA522,say the word perch,neutral,3,,TEOA522
TEYA523,say the word phone,neutral,3,,TEOA523
TEYA524,say the word pick,neutral,3,,TEOA524
TEYA525,say the word pike,neutral,3,,TEOA525
TEYA526,say the word pole,neutral,3,,TEOA526
TEYA527,say the word pool,neutral,3,,TEOA527
TEYA528,say the word puff,neutral,3,,TEOA528
TEYA529,say the word rag,neutral,3,,TEOA529
TEYA530,say the word raid,neutral,3,,TEOA530
TEYA531,say the word rain,neutral,3,,TEOA531
TEYA532,say the word raise,neutral,3,,TEOA532
TEYA533,say the word rat,neutral,3,,TEOA533
TEYA534,say the word reach,neutral,3,,TEOA534
TEYA535,say the word read,neutral,3,,TEOA535
TEYA536,say the word red,neutral,3,,TEOA536
TEYA537,say the word ring,neutral,3,,TEOA537
TEYA538,say the word ripe,neutral,3,,TEOA538
TEYA539,say the word road,neutral,3,,TEOA539
TEYA540,say the word room,neutral,3,,TEOA540
TEYA541,say the word rose,neutral,3,,TEOA541
TEYA542,say the word rot,neutral,3,,TEOA542
TEYA543,say the word rough,neutral,3,,TEOA543
TEYA544,say the word rush,neutral,3,,TEOA544
TEYA545,say the word said,neutral,3,,TEOA545
TEYA546,say the word sail,neutral,3,,TEOA546
TEYA547,say the word search,neutral,3,,TEOA547
TEYA548,say the word seize,neutral,3,,TEOA548
TEYA549,say the word sell,neutral,3,,TEOA549
TEYA550,say the word shack,neutral,3,,TEOA550
TEYA551,say the word shall,neutral,3,,TEOA551
TEYA552,say the word shawl,neutral,3,,TEOA552
TEYA553,say the word sheep,neutral,3,,TEOA553
TEYA554,say the word shirt,neutral,3,,TEOA554
TEYA555,say the word should,neutral,3,,TEOA555
TEYA556,say the word shout,neutral,3,,TEOA556
TEYA557,say the word size,neutral,3,,TEOA557
TEYA558,say the word soap,neutral,3,,TEOA558
TEYA559,say the word soup,neutral,3,,TEOA559
TEYA560,say the word sour,neutral,3,,TEOA560
TEYA561,say the word south,neutral,3,,TEOA561
TEYA562,say the word sub,neutral,3,,TEOA562
TEYA563,say the word such,neutral,3,,TEOA563
TEYA564,say the word sure,neutral,3,,TEOA564
TEYA565,say the word take,neutral,3,,TEOA565
TEYA566,say the word talk,neutral,3,,TEOA566
TEYA567,say the word tape,neutral,3,,TEOA567
TEYA568,say the word team,neutral,3,,TEOA568
TEYA569,say the word tell,neutral,3,,TEOA569
TEYA570,say the word thin,neutral,3,,TEOA570
TEYA571,say the word third,neutral,3,,TEOA571
TEYA572,say the word thought,neutral,3,,TEOA572
TEYA573,say the word thumb,neutral,3,,TEOA573
TEYA574,say the word time,neutral,3,,TEOA574
TEYA575,say the word tip,neutral,3,,TEOA575
TEYA576,say the word tire,neutral,3,,TEOA576
TEYA577,say the word ton,neutral,3,,TEOA577
TEYA578,say the word tool,neutral,3,,TEOA578
TEYA579,say the word tough,neutral,3,,TEOA579
