TEOA146,say the word sail
TEOA147,say the word search
TEOA148,say the word seize
TEOA149,say the word sell
TEOA150,say the word shack
TEOA151,say the word shall
TEOA152,say the word shawl
TEOA153,say the word sheep
TEOA154,say the word shirt
TEOA155,say the word should
TEOA156,say the word shout
TEOA157,say the word size
TEOA158,say the word soap
TEOA159,say the word soup
TEOA160,say the word sour
TEOA161,say the word south
TEOA162,say the word sub
TEOA163,say the word such
TEOA164,say the word sure
TEOA165,say the word take
TEOA166,say the word talk
TEOA167,say the word tape
TEOA168,say the word team
TEOA169,say the word tell
TEOA170,say the word thin
TEOA171,say the word third
TEOA172,say the word thought
TEOA173,say the word thumb
TEOA174,say the word time
TEOA175,say the word tip
TEOA176,say the word tire
TEOA177,say the word ton
TEOA178,say the word tool
TEOA179,say the word tough
TEOA180,say the word turn
TEOA181,say the word vine
TEOA182,say the word voice
TEOA183,say the word void
TEOA184,say the word vote
TEOA185,say the word wag
TEOA186,say the word walk
TEOA187,say the word wash
TEOA188,say the word week
TEOA189,say the word wheat
TEOA190,say the word when
TEOA191,say the word which
TEOA192,say the word whip
TEOA193,say the word white
TEOA194,say the word wife
TEOA195,say the word wire
TEOA196,say the word witch
TEOA197,say the word yearn
TEOA198,say the word yes
TEOA199,say the word young
TEOA200,say the word youth
TEOA201,say the word back
TEOA202,say the word bar
TEOA203,say the word base
TEOA204,say the word bath
TEOA205,say the word bean
TEOA206,say the word beg
TEOA207,say the word bite
TEOA208,say the word boat
TEOA209,say the word bone
TEOA210,say the word book
TEOA211,say the word bought
TEOA212,say the word burn
TEOA213,say the word cab
TEOA214,say the word calm
TEOA215,say the word came
TEOA216,say the word cause
TEOA217,say the word chain
TEOA218,say the word chair
TEOA219,say the word chalk
TEOA220,say the word chat
TEOA221,say the word check
TEOA222,say the word cheek
TEOA223,say the word chief
TEOA224,say the word choice
TEOA225,say the word cool
TEOA226,say the word dab
TEOA227,say the word date
TEOA228,say the word dead
TEOA229,say the word death
TEOA230,say the word deep
TEOA231,say the word dime
TEOA232,say the word dip
TEOA233,say the word ditch
TEOA234,say the word dodge
TEOA235,say the word dog
TEOA236,say the word doll
TEOA237,say the word door
TEOA238,say the word fail
TEOA239,say the word fall
TEOA240,say the word far
TEOA241,say the word fat
TEOA242,say the word fit
TEOA243,say the word five
TEOA244,say the word food
TEOA245,say the word gap
TEOA246,say the word gas
TEOA247,say the word gaze
TEOA248,say the word germ
TEOA249,say the word get
TEOA250,say the word gin
TEOA251,say the word goal
TEOA252,say the word good
TEOA253,say the word goose
TEOA254,say the word gun
TEOA255,say the word half
TEOA256,say the word hall
TEOA257,say the word hash
TEOA258,say the word hate
TEOA259,say the word have
TEOA260,say the word haze
TEOA261,say the word hire
TEOA262,say the word hit
TEOA263,say the word hole
TEOA264,say the word home
TEOA265,say the word hurl
TEOA266,say the word hush
TEOA267,say the word jail
TEOA268,say the word jar
TEOA269,say the word join
TEOA270,say the word judge
TEOA271,say the word jug
TEOA272,say the word juice
TEOA273,say the word keen
TEOA274,say the word keep
TEOA275,say the word keg
TEOA276,say the word kick
TEOA277,say the word kill
TEOA278,say the word king
TEOA279,say the word kite
TEOA280,say the word knock
TEOA281,say the word late
TEOA282,say the word laud
TEOA283,say the word lean
TEOA284,say the word learn
TEOA285,say the word lease
TEOA286,say the word lid
TEOA287,say the word life
TEOA288,say the word limb
TEOA289,say the word live
TEOA290,say the word loaf
TEOA291,say the word long
TEOA292,say the word lore
TEOA293,say the word lose
TEOA294,say the word lot
TEOA295,say the word love
TEOA296,say the word luck
TEOA297,say the word make
TEOA298,say the word match
TEOA299,say the word merge
TEOA300,say the word mess
TEOA301,say the word met
TEOA302,say the word mill
TEOA303,say the word mob
TEOA304,say the word mode
TEOA305,say the word mood
TEOA306,say the word moon
TEOA307,say the word mop
TEOA308,say the word mouse
TEOA309,say the word nag
TEOA310,say the word name
TEOA311,say the word near
TEOA312,say the word neat
TEOA313,say the word nice
TEOA314,say the word note
TEOA315,say the word numb
TEOA316,say the word pad
TEOA317,say the word page
TEOA318,say the word pain
TEOA319,say the word pass
TEOA320,say the word pearl
TEOA321,say the word peg
TEOA322,say the word perch
TEOA323,say the word phone
TEOA324,say the word pick
TEOA325,say the word pike
TEOA326,say the word pole
TEOA327,say the word pool
TEOA328,say the word puff
TEOA329,say the word rag
TEOA330,say the word raid
TEOA331,say the word rain
TEOA332,say the word raise
TEOA333,say the word rat
TEOA334,say the word reach
TEOA335,say the word read
TEOA336,say the word red
TEOA337,say the word ring
TEOA338,say the word ripe
TEOA339,say the word road
TEOA340,say the word room
TEOA341,say the word rose
TEOA342,say the word rot
TEOA343,say the word rough
TEOA344,say the word rush
TEOA345,say the word said
TEOA346,say the word sail
TEOA347,say the word search
TEOA348,say the word seize
TEOA349,say the word sell
TEOA350,say the word shack
TEOA351,say the word shall
TEOA352,say the word shawl
TEOA353,say the word sheep
TEOA354,say the word shirt
TEOA355,say the word should
TEOA356,say the word shout
TEOA357,say the word size
TEOA358,say the word soap
TEOA359,say the word soup
TEOA360,say the word sour
TEOA361,say the word south
TEOA362,say the word sub
TEOA363,say the word such
TEOA364,say the word sure
TEOA365,say the word take
TEOA366,say the word talk
TEOA367,say the word tape
TEOA368,say the word team
TEOA369,say the word tell
TEOA370,say the word thin
TEOA371,say the word third
TEOA372,say the word thought
TEOA373,say the word thumb
TEOA374,say the word time
TEOA375,say the word tip
TEOA376,say the word tire
TEOA377,say the word ton
TEOA378,say the word tool
TEOA379,say the word tough
TEOA380,say the word turn
TEOA381,say the word vine
TEOA382,say the word voice
TEOA383,say the word void
TEOA384,say the word vote
TEOA385,say the word wag
TEOA386,say the word walk
TEOA387,say the word wash
TEOA388,say the word week
TEOA389,say the word wheat
TEOA390,say the word when
TEOA391,say the word which
TEOA392,say the word whip
TEOA393,say the word white
TEOA394,say the word wife
TEOA395,say the word wire
TEOA396,say the word witch
TEOA397,say the word yearn
TEOA398,say the word yes
TEOA399,say the word young
TEOA400,say the word youth
TEOA401,say the word back
TEOA402,say the word bar
TEOA403,say the word base
TEOA404,say the word bath
TEOA405,say the word bean
TEOA406,say the word beg
TEOA407,say the word bite
TEOA408,say the word boat
TEOA409,say the word bone
TEOA410,say the word book
TEOA411,say the word bought
TEOA412,say the word burn
TEOA413,say the word cab
TEOA414,say the word calm
TEOA415,say the word came
TEOA416,say the word cause
TEOA417,say the word chain
TEOA418,say the word chair
TEOA419,say the word chalk
TEOA420,say the word chat
TEOA421,say the word check
TEOA422,say the word cheek
TEOA423,say the word chief
TEOA424,say the word choice
TEOA425,say the word cool
TEOA426,say the word dab
TEOA427,say the word date
TEOA428,say the word dead
TEOA429,say the word death
TEOA430,say the word deep
TEOA431,say the word dime
TEOA432,say the word dip
TEOA433,say the word ditch
TEOA434,say the word dodge
TEOA435,say the word dog
TEOA436,say the word doll
TEOA437,say the word door
TEOA438,say the word fail
TEOA439,say the word fall
TEOA440,say the word far
TEOA441,say the word fat
TEOA442,say the word fit
TEOA443,say the word five
TEOA444,say the word food
TEOA445,say the word gap
TEOA446,say the word gas
TEOA447,say the word gaze
TEOA448,say the word germ
TEOA449,say the word get
TEOA450,say the word gin
TEOA451,say the word goal
TEOA452,say the word good
TEOA453,say the word goose
TEOA454,say the word gun
TEOA455,say the word half
TEOA456,say the word hall
TEOA457,say the word hash
TEOA458,say the word hate
TEOA459,say the word have
TEOA460,say the word haze
TEOA461,say the word hire
TEOA462,say the word hit
TEOA463,say the word hole
TEOA464,say the word home
TEOA465,say the word hurl
TEOA466,say the word hush
TEOA467,say the word jail
TEOA468,say the word jar
TEOA469,say the word join
TEOA470,say the word judge
TEOA471,say the word jug
TEOA472,say the word juice
TEOA473,say the word keen
TEOA474,say the word keep
TEOA475,say the word keg
TEOA476,say the word kick
TEOA477,say the word kill
TEOA478,say the word king
TEOA479,say the word kite
TEOA480,say the word knock
TEOA481,say the word late
TEOA482,say the word laud
TEOA483,say the word lean
TEOA484,say the word learn
TEOA485,say the word lease
TEOA486,say the word lid
TEOA487,say the word life
TEOA488,say the word limb
TEOA489,say the word live
TEOA490,say the word loaf
TEOA491,say the word long
TEOA492,say the word lore
TEOA493,say the word lose
TEOA494,say the word lot
TEOA495,say the word love
TEOA496,say the word luck
TEOA497,say the word make
TEOA498,say the word match
TEOA499,say the word merge
TEOA500,say the word mess
TEOA501,say the word met
TEOA502,say the word mill
TEOA503,say the word mob
TEOA504,say the word mode
TEOA505,say the word mood
TEOA506,say the word moon
TEOA507,say the word mop
TEOA508,say the word mouse
TEOA509,say the word nag
TEOA510,say the word name
TEOA511,say the word near
TEOA512,say the word neat
TEOA513,say the word nice
TEOA514,say the word note
TEOA515,say the word numb
TEOA516,say the word pad
TEOA517,say the word page
TEOA518,say the word pain
TEOA519,say the word pass
TEOA520,say the word pearl
TEOA521,say the word peg
TEOA522,say the word perch
TEOA523,say the word phone
TEOA524,say the word pick
TEOA525,say the word pike
TEOA526,say the word pole
TEOA527,say the word pool
TEOA528,say the word puff
TEOA529,say the word rag
TEOA530,say the word raid
TEOA531,say the word rain
TEOA532,say the word raise
TEOA533,say the word rat
TEOA534,say the word reach
TEOA535,say the word read
TEOA536,say the word red
TEOA537,say the word ring
TEOA538,say the word ripe
TEOA539,say the word road
TEOA540,say the word room
TEOA541,say the word rose
TEOA542,say the word rot
TEOA543,say the word rough
TEOA544,say the word rush
TEOA545,say the word said
TEOA546,say the word sail
TEOA547,say the word search
TEOA548,say the word seize
TEOA549,say the word sell
TEOA550,say the word shack
TEOA551,say the word shall
TEOA552,say the word shawl
TEOA553,say the word sheep
TEOA554,say the word shirt
TEOA555,say the word should
TEOA556,say the word shout
TEOA557,say the word size
TEOA558,say the word soap
TEOA559,say the word soup
TEOA560,say the word sour
TEOA561,say the word south
TEOA562,say the word sub
TEOA563,say the word such
TEOA564,say the word sure
TEOA565,say the word take
TEOA566,say the word talk
TEOA567,say the word tape
TEOA568,say the word team
TEOA569,say the word tell
TEOA570,say the word thin
TEOA571,say the word third
TEOA572,say the word thought
TEOA573,say the word thumb
TEOA574,say the word time
TEOA575,say the word tip
TEOA576,say the word tire
TEOA577,say the word ton
TEOA578,say the word tool
TEOA579,say the word tough
TEOA580,say the word turn
TEOA581,say the word vine
TEOA582,say the word voice
TEOA583,say the word void
TEOA584,say the word vote
TEOA585,say the word wag
TEOA586,say the word walk
TEOA587,say the word wash
TEOA588,say the word week
TEOA589,say the word wheat
TEOA590,say the word when
TEOA591,say the word which
TEOA592,say the word whip
TEOA593,say the word white
TEOA594,say the word wife
TEOA595,say the word wire
TEOA596,say the word witch
TEOA597,say the word yearn
TEOA598,say the word yes
TEOA599,say the word young
TEOA600,say the word youth
TEOA601,say the word back
TEOA602,say the word bar
TEOA603,say the word base
TEOA604,say the word bath
TEOA605,say the word bean
TEOA606,say the word beg
TEOA607,say the word bite
TEOA608,say the word boat
TEOA609,say the word bone
TEOA610,say the word book
TEOA611,say the word bought
TEOA612,say the word burn
TEOA613,say the word cab
TEOA614,say the word calm
TEOA615,say the word came
TEOA616,say the word cause
TEOA617,say the word chain
TEOA618,say the word chair
TEOA619,say the word chalk
TEOA620,say the word chat
TEOA621,say the word check
TEOA622,say the word cheek
TEOA623,say the word chief
TEOA624,say the word choice
TEOA625,say the word cool
TEOA626,say the word dab
TEOA627,say the word date
TEOA628,say the word dead
TEOA629,say the word death
TEOA630,say the word deep
TEOA631,say the word dime
TEOA632,say the word dip
TEOA633,say the word ditch
TEOA634,say the word dodge
TEOA635,say the word dog
TEOA636,say the word doll
TEOA637,say the word door
TEOA638,say the word fail
TEOA639,say the word fall
TEOA640,say the word far
TEOA641,say the word fat
TEOA642,say the word fit
TEOA643,say the word five
TEOA644,say the word food
TEOA645,say the word gap
TEOA646,say the word gas
TEOA647,say the word gaze
TEOA648,say the word germ
TEOA649,say the word get
TEOA650,say the word gin
TEOA651,say the word goal
TEOA652,say the word good
TEOA653,say the word goose
TEOA654,say the word gun
TEOA655,say the word half
TEOA656,say the word hall
TEOA657,say the word hash
TEOA658,say the word hate
TEOA659,say the word have
TEOA660,say the word haze
TEOA661,say the word hire
TEOA662,say the word hit
TEOA663,say the word hole
TEOA664,say the word home
TEOA665,say the word hurl
TEOA666,say the word hush
TEOA667,say the word jail
TEOA668,say the word jar
TEOA669,say the word join
TEOA670,say the word judge
TEOA671,say the word jug
TEOA672,say the word juice
TEOA673,say the word keen
TEOA674,say the word keep
TEOA675,say the word keg
TEOA676,say the word kick
TEOA677,say the word kill
TEOA678,say the word king
TEOA679,say the word kite
TEOA680,say the word knock
TEOA681,say the word late
TEOA682,say the word laud
TEOA683,say the word lean
TEOA684,say the word learn
TEOA685,say the word lease
TEOA686,say the word lid
TEOA687,say the word life
TEOA688,say the word limb
TEOA689,say the word live
TEOA690,say the word loaf
TEOA691,say the word long
TEOA692,say the word lore
TEOA693,say the word lose
TEOA694,say the word lot
TEOA695,say the word love
TEOA696,say the word luck
TEOA697,say the word make
TEOA698,say the word match
TEOA699,say the word merge
TEOA700,say the word mess
TEOA701,say the word met
TEOA702,say the word mill
TEOA703,say the word mob
TEOA704,say the word mode
TEOA705,say the word mood
TEOA706,say the word moon
TEOA707,say the word mop
TEOA708,say the word mouse
TEOA709,say the word nag
TEOA710,say the word name
TEOA711,say the word near
TEOA712,say the word neat
TEOA713,say the word nice
TEOA714,say the word note
TEOA715,say the word numb
TEOA716,say the word pad
TEOA717,say the word page
TEOA718,say the word pain
TEOA719,say the word pass
TEOA720,say the word pearl
TEOA721,say the word peg
TEOA722,say the word perch
TEOA723,say the word phone
TEOA724,say the word pick
TEOA725,say the word pike
TEOA726,say the word pole
TEOA727,say the word pool
TEOA728,say the word puff
TEOA729,say the word rag
TEOA730,say the word raid
TEOA731,say the word rain
TEOA732,say the word raise
TEOA733,say the word rat
TEOA734,say the word reach
TEOA735,say the word read
TEOA736,say the word red
TEOA737,say the word ring
TEOA738,say the word ripe
TEOA739,say the word road
TEOA740,say the word room
TEOA741,say the word rose
TEOA742,say the word rot
TEOA743,say the word rough
TEOA744,say the word rush
TEOA745,say the word said
TEOA746,say the word sail
TEOA747,say the word search
TEOA748,say the word seize
TEOA749,say the word sell
TEOA750,say the word shack
TEOA751,say the word shall
TEOA752,say the word shawl
TEOA753,say the word sheep
TEOA754,say the word shirt
TEOA755,say the word should
TEOA756,say the word shout
TEOA757,say the word size
TEOA758,say the word soap
TEOA759,say the word soup
TEOA760,say the word sour
TEOA761,say the word south
TEOA762,say the word sub
TEOA763,say the word such
TEOA764,say the word sure
TEOA765,say the word take
TEOA766,say the word talk
TEOA767,say the word tape
TEOA768,say the word team
TEOA769,say the word tell
TEOA770,say the word thin
TEOA771,say the word third
TEOA772,say the word thought
TEOA773,say the word thumb
TEOA774,say the word time
TEOA775,say the word tip
TEOA776,say the word tire
TEOA777,say the word ton
TEOA778,say the word tool
TEOA779,say the word tough
TEOA780,say the word turn
TEOA781,say the word vine
TEOA782,say the word voice
TEOA783,say the word void
TEOA784,say the word vote
TEOA785,say the word wag
TEOA786,say the word walk
TEOA787,say the word wash
TEOA788,say the word week
TEOA789,say the word wheat
TEOA790,say the word when
TEOA791,say the word which
TEOA792,say the word whip
TEOA793,say the word white
TEOA794,say the word wife
TEOA795,say the word wire
TEOA796,say the word witch
TEOA797,say the word yearn
TEOA798,say the word yes
TEOA799,say the word young
TEOA800,say the word youth
TEYA001,say the word back
TEYA002,say the word bar
TEYA003,say the word base
TEYA004,say the word bath
TEYA005,say the word bean
TEYA006,say the word beg
TEYA007,say the word bite
TEYA008,say the word boat
TEYA009,say the word bone
TEYA010,say the word book
TEYA011,say the word bought
TEYA012,say the word burn
TEYA013,say the word cab
TEYA014,say the word calm
TEYA015,say the word came
TEYA016,say the word cause
TEYA017,say the word chain
TEYA018,say the word chair
TEYA019,say the word chalk
TEYA020,say the word chat
TEYA021,say the word check
TEYA022,say the word cheek
TEYA023,say the word chief
TEYA024,say the word choice
TEYA025,say the word cool
TEYA026,say the word dab
TEYA027,say the word date
TEYA028,say the word dead
TEYA029,say the word death
TEYA030,say the word deep
TEYA031,say the word dime
TEYA032,say the word dip
TEYA033,say the word ditch
TEYA034,say the word dodge
TEYA035,say the word dog
TEYA036,say the word doll
TEYA037,say the word door
TEYA038,say the word fail
TEYA039,say the word fall
TEYA040,say the word far
TEYA041,say the word fat
TEYA042,say the word fit
TEYA043,say the word five
TEYA044,say the word food
TEYA045,say the word gap
TEYA046,say the word gas
TEYA047,say the word gaze
TEYA049,say the word get
TEYA050,say the word gin
TEYA051,say the word goal
TEYA052,say the word good
TEYA053,say the word goose
TEYA054,say the word gun
TEYA055,say the word half
TEYA056,say the word hall
TEYA057,say the word hash
TEYA058,say the word hate
TEYA059,say the word have
TEYA060,say the word haze
TEYA061,say the word hire
TEYA062,say the word hit
TEYA063,say the word hole
TEYA064,say the word home
TEYA065,say the word hurl
TEYA066,say the word hush
TEYA067,say the word jail
TEYA068,say the word jar
TEYA069,say the word join
TEYA070,say the word judge
TEYA071,say the word jug
TEYA072,say the word juice
TEYA073,say the word keen
TEYA074,say the word keep
TEYA075,say the word keg
TEYA076,say the word kick
TEYA077,say the word kill
TEYA078,say the word king
TEYA079,say the word kite
TEYA080,say the word knock
TEYA081,say the word late
TEYA082,say the word laud
TEYA083,say the word lean
TEYA084,say the word learn
TEYA085,say the word lease
TEYA086,say the word lid
TEYA087,say the word life
TEYA088,say the word limb
TEYA089,say the word live
TEYA090,say the word loaf
TEYA091,say the word long
TEYA092,say the word lore
TEYA093,say the word lose
TEYA094,say the word lot
TEYA095,say the word love
TEYA096,say the word luck
TEYA097,say the word make
TEYA098,say the word match
TEYA099,say the word merge
TEYA100,say the word mess
TEYA101,say the word met
TEYA102,say the word mill
TEYA103,say the word mob
TEYA104,say the word mode
TEYA105,say the word mood
TEYA106,say the word moon
TEYA107,say the word mop
TEYA108,say the word mouse
TEYA109,say the word nag
TEYA110,say the word name
TEYA111,say the word near
TEYA112,say the word neat
TEYA113,say the word nice
TEYA114,say the word note
TEYA115,say the word numb
TEYA116,say the word pad
TEYA117,say the word page
TEYA118,say the word pain
TEYA119,say the word pass
TEYA120,say the word pearl
TEYA121,say the word peg
TEYA122,say the word perch
TEYA123,say the word phone
TEYA124,say the word pick
TEYA125,say the word pike
TEYA126,say the word pole
TEYA127,say the word pool
TEYA128,say the word puff
TEYA129,say the word rag
TEYA130,say the word raid
TEYA131,say the word rain
TEYA132,say the word raise
TEYA133,say the word rat
TEYA134,say the word reach
TEYA135,say the word read
TEYA136,say the word red
TEYA137,say the word ring
TEYA138,say the word ripe
TEYA139,say the word road
TEYA140,say the word room
TEYA141,say the word rose
TEYA142,say the word rot
TEYA143,say the word rough
TEYA144,say the word rush
TEYA145,say the word said
TEYA146,say the word sail
TEYA147,say the word search
TEYA148,say the word seize
TEYA149,say the word sell
TEYA150,say the word shack
TEYA151,say the word shall
TEYA152,say the word shawl
TEYA153,say the word sheep
TEYA154,say the word shirt
TEYA155,say the word should
TEYA156,say the word shout
TEYA157,say the word size
TEYA158,say the word soap
TEYA159,say the word soup
TEYA160,say the word sour
TEYA161,say the word south
TEYA162,say the word sub
TEYA163,say the word such
TEYA164,say the word sure
TEYA165,say the word take
TEYA166,say the word talk
TEYA167,say the word tape
TEYA168,say the word team
TEYA169,say the word tell
TEYA170,say the word thin
TEYA171,say the word third
TEYA172,say the word thought
TEYA173,say the word thumb
TEYA174,say the word time
TEYA175,say the word tip
TEYA176,say the word tire
TEYA177,say the word ton
TEYA178,say the word tool
TEYA179,say the word tough
TEYA180,say the word turn
TEYA181,say the word vine
TEYA182,say the word voice
TEYA183,say the word void
TEYA184,say the word vote
TEYA185,say the word wag
TEYA186,say the word walk
TEYA187,say the word wash
TEYA188,say the word week
TEYA189,say the word wheat
TEYA190,say the word when
TEYA191,say the word which
TEYA192,say the word whip
TEYA193,say the word white
TEYA194,say the word wife
TEYA195,say the word wire
TEYA196,say the word witch
TEYA197,say the word yearn
TEYA198,say the word yes
TEYA199,say the word young
TEYA200,say the word youth
TEYA201,say the word back
TEYA202,say the word bar
TEYA203,say the word base
TEYA204,say the word bath
TEYA205,say the word bean
TEYA206,say the word beg
TEYA207,say the word bite
TEYA208,say the word boat
TEYA209,say the word bone
TEYA210,say the word book
TEYA211,say the word bought
TEYA212,say the word burn
TEYA213,say the word cab
TEYA214,say the word calm
TEYA215,say the word came
TEYA216,say the word cause
TEYA217,say the word chain
TEYA218,say the word chair
TEYA219,say the word chalk
TEYA220,say the word chat
TEYA221,say the word check
TEYA222,say the word cheek
TEYA223,say the word chief
TEYA224,say the word choice
TEYA225,say the word cool
TEYA226,say the word dab
TEYA227,say the word date
TEYA228,say the word dead
TEYA229,say the word death
TEYA230,say the word deep
TEYA231,say the word dime
TEYA232,say the word dip
TEYA233,say the word ditch
TEYA234,say the word dodge
TEYA235,say the word dog
TEYA236,say the word doll
TEYA237,say the word door
TEYA238,say the word fail
TEYA239,say the word fall
TEYA240,say the word far
TEYA241,say the word fat
TEYA242,say the word fit
TEYA243,say the word five
TEYA244,say the word food
TEYA245,say the word gap
TEYA246,say the word gas
TEYA247,say the word gaze
TEYA248,say the word germ
TEYA249,say the word get
TEYA250,say the word gin
TEYA251,say the word goal
TEYA252,say the word good
TEYA253,say the word goose
TEYA254,say the word gun
TEYA255,say the word half
TEYA256,say the word hall
TEYA257,say the word hash
TEYA258,say the word hate
TEYA259,say the word have
TEYA260,say the word haze
TEYA261,say the word hire
TEYA262,say the word hit
TEYA263,say the word hole
TEYA264,say the word home
TEYA265,say the word hurl
TEYA266,say the word hush
TEYA267,say the word jail
TEYA268,say the word jar
TEYA269,say the word join
TEYA270,say the word judge
TEYA271,say the word jug
TEYA272,say the word juice
TEYA273,say the word keen
TEYA274,say the word keep
TEYA275,say the word keg
TEYA276,say the word kick
TEYA277,say the word kill
TEYA278,say the word king
TEYA279,say the word kite
TEYA280,say the word knock
TEYA281,say the word late
TEYA282,say the word laud
TEYA283,say the word lean
TEYA284,say the word learn
TEYA285,say the word lease
TEYA286,say the word lid
TEYA287,say the word life
TEYA288,say the word limb
TEYA289,say the word live
TEYA290,say the word loaf
TEYA291,say the word long
TEYA292,say the word lore
TEYA293,say the word lose
TEYA294,say the word lot
TEYA295,say the word love
TEYA296,say the word luck
TEYA297,say the word make
TEYA298,say the word match
TEYA299,say the word merge
TEYA300,say the word mess
TEYA301,say the word met
TEYA302,say the word mill
TEYA303,say the word mob
TEYA304,say the word mode
TEYA305,say the word mood
TEYA306,say the word moon
TEYA307,say the word mop
TEYA308,say the word mouse
TEYA309,say the word nag
TEYA310,say the word name
TEYA311,say the word near
TEYA312,say the word neat
TEYA313,say the word nice
TEYA314,say the word note
TEYA315,say the word numb
TEYA316,say the word pad
TEYA317,say the word page
TEYA318,say the word pain
TEYA319,say the word pass
TEYA320,say the word pearl
TEYA321,say the word peg
TEYA322,say the word perch
TEYA323,say the word phone
TEYA324,say the word pick
TEYA325,say the word pike
TEYA326,say the word pole
TEYA327,say the word pool
TEYA328,say the word puff
TEYA329,say the word rag
TEYA330,say the word raid
TEYA331,say the word rain
TEYA332,say the word raise
TEYA333,say the word rat
TEYA334,say the word reach
TEYA335,say the word read
TEYA336,say the word red
TEYA337,say the word ring
TEYA338,say the word ripe
TEYA339,say the word road
TEYA340,say the word room
TEYA341,say the word rose
TEYA342,say the word rot
TEYA343,say the word rough
TEYA344,say the word rush
TEYA345,say the word said
TEYA346,say the word sail
TEYA347,say the word search
TEYA348,say the word seize
TEYA349,say the word sell
TEYA350,say the word shack
TEYA351,say the word shall
TEYA352,say the word shawl
TEYA353,say the word sheep
TEYA354,say the word shirt
TEYA355,say the word should
TEYA356,say the word shout
TEYA357,say the word size
TEYA358,say the word soap
TEYA359,say the word soup
TEYA360,say the word sour
TEYA361,say the word south
TEYA362,say the word sub
TEYA363,say the word such
TEYA364,say the word sure
TEYA365,say the word take
TEYA366,say the word talk
TEYA367,say the word tape
TEYA368,say the word team
TEYA369,say the word tell
TEYA370,say the word thin
TEYA371,say the word third
TEYA372,say the word thought
TEYA373,say the word thumb
TEYA374,say the word time
TEYA375,say the word tip
TEYA376,say the word tire
TEYA377,say the word ton
TEYA378,say the word tool
TEYA379,say the word tough
TEYA380,say the word turn
TEYA381,say the word vine
TEYA382,say the word voice
TEYA383,say the word void
TEYA384,say the word vote
